model,utt_idx,obs_idx,p_low,p_info,p_high,highlight_info_gt_low_plus_high,utt_label,obs_label
lr,1,2,0.24489369150162935,0.4535462652917364,0.3015600431243045,False,none / none / wrong,[9 9 9 0 0]
lr,1,3,0.5946847594128473,0.3323080024941162,0.07300723800930102,False,none / none / wrong,[9 9 9 9 9]
lr,1,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  0  0  0]
lr,1,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  0  0]
lr,1,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  9  9]
lr,1,7,0.08335296193676493,0.34739898108947476,0.5692480568862124,False,none / none / wrong,[3 3 3 3 3]
lr,1,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  3  3]
lr,1,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  3  3]
lr,1,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  3  3  3]
lr,1,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  3  0  0]
lr,1,12,0.03289461259511132,0.2482305731855242,0.718874814140857,False,none / none / wrong,[3 3 0 0 0]
lr,1,13,0.3942412165007164,0.3770714979340865,0.22868728549564724,False,none / none / wrong,[9 9 9 3 3]
lr,1,14,0.05432525994365738,0.35268748303604996,0.592987256932473,False,none / none / wrong,[9 9 0 0 0]
lr,1,15,0.0023792831813124714,0.11705358133447312,0.8805671353986417,False,none / none / wrong,[0 0 0 0 0]
lr,1,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  9  9]
lr,1,17,0.16325422895430897,0.3941260739335101,0.4426196970406648,False,none / none / wrong,[9 9 3 0 0]
lr,1,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  0  0]
lr,1,19,0.06361664155487692,0.3091694550410216,0.6272139033271414,False,none / none / wrong,[3 3 3 0 0]
lr,2,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 3 3 3]
lr,2,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12 12 12]
lr,2,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 0 0]
lr,2,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 9 9]
lr,2,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  0  0  0]
lr,2,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  0  0]
lr,2,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  9  9]
lr,2,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 3 3 3]
lr,2,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  3  3]
lr,2,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  3  3]
lr,2,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  3  3  3]
lr,2,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  3  0  0]
lr,2,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 0 0 0]
lr,2,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 3 3]
lr,2,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 0 0 0]
lr,2,15,0.6056601057972212,0.37496174164952567,0.019378152532038607,False,none / some / right,[0 0 0 0 0]
lr,2,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  9  9]
lr,2,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 3 0 0]
lr,2,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  0  0]
lr,2,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 3 0 0]
lr,3,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 3 3 3]
lr,3,1,0.01937815253203861,0.37496174164952567,0.6056601057972212,False,none / some / wrong,[12 12 12 12 12]
lr,3,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 9 0 0]
lr,3,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 9 9 9]
lr,3,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  0  0  0]
lr,3,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  9  0  0]
lr,3,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  9  9  9]
lr,3,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[3 3 3 3 3]
lr,3,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12 12  3  3]
lr,3,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  9  3  3]
lr,3,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  3  3  3]
lr,3,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  3  0  0]
lr,3,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[3 3 0 0 0]
lr,3,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 9 3 3]
lr,3,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 0 0 0]
lr,3,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[0 0 0 0 0]
lr,3,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12 12  9  9]
lr,3,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 3 0 0]
lr,3,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12 12  0  0]
lr,3,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[3 3 3 0 0]
lr,4,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 3 3 3]
lr,4,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12 12 12 12]
lr,4,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 9 0 0]
lr,4,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 9 9 9]
lr,4,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  0  0  0]
lr,4,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  9  0  0]
lr,4,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  9  9  9]
lr,4,7,0.6657594776646573,0.29415599213131666,0.04008453017730333,False,none / most / right,[3 3 3 3 3]
lr,4,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12 12  3  3]
lr,4,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  9  3  3]
lr,4,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  3  3  3]
lr,4,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12  3  0  0]
lr,4,12,0.5019118404906697,0.4013207331289538,0.0967674263345497,False,none / most / right,[3 3 0 0 0]
lr,4,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 9 3 3]
lr,4,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 0 0 0]
lr,4,15,0.10497546117746322,0.5493781013275802,0.34564643734928147,True,none / most / right,[0 0 0 0 0]
lr,4,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12 12  9  9]
lr,4,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[9 9 3 0 0]
lr,4,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / right,[12 12 12  0  0]
lr,4,19,0.6242985024169005,0.32144840563322946,0.05425309192101112,False,none / most / right,[3 3 3 0 0]
lr,5,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[9 9 3 3 3]
lr,5,1,0.34564643734928135,0.5493781013275802,0.10497546117746324,True,none / most / wrong,[12 12 12 12 12]
lr,5,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[9 9 9 0 0]
lr,5,3,0.04008453017730332,0.29415599213131666,0.6657594776646573,False,none / most / wrong,[9 9 9 9 9]
lr,5,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12  0  0  0]
lr,5,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12  9  0  0]
lr,5,6,0.05425309192101111,0.32144840563322946,0.6242985024169007,False,none / most / wrong,[12 12  9  9  9]
lr,5,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[3 3 3 3 3]
lr,5,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12 12  3  3]
lr,5,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12  9  3  3]
lr,5,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12  3  3  3]
lr,5,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12  3  0  0]
lr,5,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[3 3 0 0 0]
lr,5,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[9 9 9 3 3]
lr,5,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[9 9 0 0 0]
lr,5,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[0 0 0 0 0]
lr,5,16,0.09676742633454967,0.4013207331289538,0.5019118404906698,False,none / most / wrong,[12 12 12  9  9]
lr,5,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[9 9 3 0 0]
lr,5,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[12 12 12  0  0]
lr,5,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / most / wrong,[3 3 3 0 0]
lr,6,0,0.2528668186900339,0.38172775239209944,0.36540542884745575,False,none / all / right,[9 9 3 3 3]
lr,6,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12 12 12 12]
lr,6,2,0.24489369150162935,0.4535462652917364,0.3015600431243045,False,none / all / right,[9 9 9 0 0]
lr,6,3,0.5946847594128473,0.3323080024941162,0.07300723800930102,False,none / all / right,[9 9 9 9 9]
lr,6,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  0  0  0]
lr,6,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  9  0  0]
lr,6,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  9  9  9]
lr,6,7,0.08335296193676493,0.34739898108947476,0.5692480568862124,False,none / all / right,[3 3 3 3 3]
lr,6,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12 12  3  3]
lr,6,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  9  3  3]
lr,6,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  3  3  3]
lr,6,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12  3  0  0]
lr,6,12,0.03289461259511132,0.2482305731855242,0.718874814140857,False,none / all / right,[3 3 0 0 0]
lr,6,13,0.3942412165007164,0.3770714979340865,0.22868728549564724,False,none / all / right,[9 9 9 3 3]
lr,6,14,0.05432525994365738,0.35268748303604996,0.592987256932473,False,none / all / right,[9 9 0 0 0]
lr,6,15,0.0023792831813124714,0.11705358133447312,0.8805671353986417,False,none / all / right,[0 0 0 0 0]
lr,6,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12 12  9  9]
lr,6,17,0.16325422895430897,0.3941260739335101,0.4426196970406648,False,none / all / right,[9 9 3 0 0]
lr,6,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / right,[12 12 12  0  0]
lr,6,19,0.06361664155487692,0.3091694550410216,0.6272139033271414,False,none / all / right,[3 3 3 0 0]
lr,7,0,0.22868728549564724,0.37707149793408645,0.3942412165007164,False,none / all / wrong,[9 9 3 3 3]
lr,7,1,0.8805671353986417,0.11705358133447312,0.002379283181312472,False,none / all / wrong,[12 12 12 12 12]
lr,7,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[9 9 9 0 0]
lr,7,3,0.5692480568862126,0.34739898108947476,0.08335296193676493,False,none / all / wrong,[9 9 9 9 9]
lr,7,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[12 12  0  0  0]
lr,7,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[12 12  9  0  0]
lr,7,6,0.6272139033271414,0.3091694550410216,0.06361664155487695,False,none / all / wrong,[12 12  9  9  9]
lr,7,7,0.07300723800930105,0.3323080024941162,0.5946847594128473,False,none / all / wrong,[3 3 3 3 3]
lr,7,8,0.592987256932473,0.35268748303604996,0.054325259943657354,False,none / all / wrong,[12 12 12  3  3]
lr,7,9,0.4426196970406648,0.39412607393351007,0.16325422895430897,False,none / all / wrong,[12 12  9  3  3]
lr,7,10,0.3015600431243045,0.4535462652917364,0.24489369150162932,False,none / all / wrong,[12 12  3  3  3]
lr,7,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[12 12  3  0  0]
lr,7,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[3 3 0 0 0]
lr,7,13,0.3654054288474558,0.3817277523920995,0.2528668186900339,False,none / all / wrong,[9 9 9 3 3]
lr,7,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[9 9 0 0 0]
lr,7,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[0 0 0 0 0]
lr,7,16,0.7188748141408571,0.2482305731855242,0.03289461259511131,False,none / all / wrong,[12 12 12  9  9]
lr,7,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[9 9 3 0 0]
lr,7,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[12 12 12  0  0]
lr,7,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / all / wrong,[3 3 3 0 0]
lr,8,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[9 9 3 3 3]
lr,8,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12 12 12 12]
lr,8,2,0.7568512558220729,0.22016587777930866,0.022982866358712002,False,some / none / right,[9 9 9 0 0]
lr,8,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[9 9 9 9 9]
lr,8,4,0.4682416919401769,0.4748102444142796,0.05694806352863275,False,some / none / right,[12 12  0  0  0]
lr,8,5,0.7765271635200666,0.2102856639622446,0.013187172480210878,False,some / none / right,[12 12  9  0  0]
lr,8,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12  9  9  9]
lr,8,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[3 3 3 3 3]
lr,8,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12 12  3  3]
lr,8,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12  9  3  3]
lr,8,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12  3  3  3]
lr,8,11,0.7191790038058455,0.25918612698172727,0.02163486916621781,False,some / none / right,[12 12  3  0  0]
lr,8,12,0.3670831075691665,0.4350440406135404,0.1978728516794777,False,some / none / right,[3 3 0 0 0]
lr,8,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[9 9 9 3 3]
lr,8,14,0.43681706676806764,0.44557377324325664,0.11760915987764735,False,some / none / right,[9 9 0 0 0]
lr,8,15,0.055784084350510105,0.4320454608867883,0.5121704544453329,False,some / none / right,[0 0 0 0 0]
lr,8,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / right,[12 12 12  9  9]
lr,8,17,0.6916694409356245,0.26214750621624583,0.04618305280060207,False,some / none / right,[9 9 3 0 0]
lr,8,18,0.8383141597552531,0.15815187428478125,0.003533965921119697,False,some / none / right,[12 12 12  0  0]
lr,8,19,0.49842144704062596,0.38047238112535037,0.12110617173926196,False,some / none / right,[3 3 3 0 0]
lr,9,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 3 3 3]
lr,9,1,0.5121704544453329,0.4320454608867883,0.055784084350510105,False,some / none / wrong,[12 12 12 12 12]
lr,9,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 9 0 0]
lr,9,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 9 9 9]
lr,9,4,0.003533965921119697,0.15815187428478125,0.8383141597552531,False,some / none / wrong,[12 12  0  0  0]
lr,9,5,0.02163486916621781,0.2591861269817272,0.7191790038058455,False,some / none / wrong,[12 12  9  0  0]
lr,9,6,0.12110617173926197,0.38047238112535053,0.49842144704062585,False,some / none / wrong,[12 12  9  9  9]
lr,9,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[3 3 3 3 3]
lr,9,8,0.11760915987764736,0.44557377324325664,0.4368170667680675,False,some / none / wrong,[12 12 12  3  3]
lr,9,9,0.046183052800602094,0.26214750621624583,0.6916694409356245,False,some / none / wrong,[12 12  9  3  3]
lr,9,10,0.022982866358712002,0.22016587777930866,0.7568512558220726,False,some / none / wrong,[12 12  3  3  3]
lr,9,11,0.01318717248021088,0.21028566396224463,0.7765271635200666,False,some / none / wrong,[12 12  3  0  0]
lr,9,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[3 3 0 0 0]
lr,9,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 9 3 3]
lr,9,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 0 0 0]
lr,9,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[0 0 0 0 0]
lr,9,16,0.19787285167947777,0.43504404061354046,0.3670831075691665,False,some / none / wrong,[12 12 12  9  9]
lr,9,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[9 9 3 0 0]
lr,9,18,0.05694806352863275,0.4748102444142796,0.4682416919401768,False,some / none / wrong,[12 12 12  0  0]
lr,9,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / none / wrong,[3 3 3 0 0]
lr,10,0,0.24478834789039572,0.3631613248313342,0.39205032726314704,False,some / some / right,[9 9 3 3 3]
lr,10,1,0.8914658645371114,0.10629672215837212,0.002237413286936452,False,some / some / right,[12 12 12 12 12]
lr,10,2,0.23890256340539795,0.43511478868138126,0.32598264789539716,False,some / some / right,[9 9 9 0 0]
lr,10,3,0.593541161068156,0.3257578790398772,0.0807009598734287,False,some / some / right,[9 9 9 9 9]
lr,10,4,0.07806330636857746,0.4957323110401738,0.4262043825637084,False,some / some / right,[12 12  0  0  0]
lr,10,5,0.2892396447850498,0.4903460423257929,0.22041431286940485,False,some / some / right,[12 12  9  0  0]
lr,10,6,0.6504947903866349,0.2882361492746402,0.061269060322519206,False,some / some / right,[12 12  9  9  9]
lr,10,7,0.078955790248808,0.3233375480814669,0.597706661651328,False,some / some / right,[3 3 3 3 3]
lr,10,8,0.6173074647141595,0.33017705676776826,0.05251547849950784,False,some / some / right,[12 12 12  3  3]
lr,10,9,0.46649017562762163,0.37372090675081004,0.1597889176062599,False,some / some / right,[12 12  9  3  3]
lr,10,10,0.32169253907111944,0.435638134256301,0.24266932665473373,False,some / some / right,[12 12  3  3  3]
lr,10,11,0.21702643460862553,0.48983268667248026,0.2931408786991603,False,some / some / right,[12 12  3  0  0]
lr,10,12,0.030648982958987894,0.22698959878902567,0.7423614182357618,False,some / some / right,[3 3 0 0 0]
lr,10,13,0.3872241108358333,0.36391264577985216,0.24886324336916096,False,some / some / right,[9 9 9 3 3]
lr,10,14,0.05134192391320349,0.3274802768974391,0.6211777991709448,False,some / some / right,[9 9 0 0 0]
lr,10,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / some / right,[0 0 0 0 0]
lr,10,16,0.7392570539741395,0.22932922510045742,0.03141372090901368,False,some / some / right,[12 12 12  9  9]
lr,10,17,0.15679368922234996,0.3720458249963107,0.4711604857660981,False,some / some / right,[9 9 3 0 0]
lr,10,18,0.42219338106937626,0.49821303331788924,0.07959358558505791,False,some / some / right,[12 12 12  0  0]
lr,10,19,0.0598785251204265,0.2857809147438446,0.6543405601196601,False,some / some / right,[3 3 3 0 0]
lr,11,0,0.248863243369161,0.3639126457798522,0.38722411083583325,False,some / some / wrong,[9 9 3 3 3]
lr,11,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / some / wrong,[12 12 12 12 12]
lr,11,2,0.24266932665473376,0.435638134256301,0.32169253907111944,False,some / some / wrong,[9 9 9 0 0]
lr,11,3,0.5977066616513279,0.3233375480814669,0.07895579024880799,False,some / some / wrong,[9 9 9 9 9]
lr,11,4,0.07959358558505793,0.49821303331788924,0.4221933810693762,False,some / some / wrong,[12 12  0  0  0]
lr,11,5,0.29314087869916033,0.4898326866724803,0.21702643460862553,False,some / some / wrong,[12 12  9  0  0]
lr,11,6,0.65434056011966,0.2857809147438446,0.059878525120426476,False,some / some / wrong,[12 12  9  9  9]
lr,11,7,0.08070095987342871,0.3257578790398772,0.593541161068156,False,some / some / wrong,[3 3 3 3 3]
lr,11,8,0.6211777991709448,0.3274802768974391,0.05134192391320349,False,some / some / wrong,[12 12 12  3  3]
lr,11,9,0.4711604857660982,0.3720458249963107,0.15679368922234996,False,some / some / wrong,[12 12  9  3  3]
lr,11,10,0.32598264789539716,0.43511478868138126,0.23890256340539795,False,some / some / wrong,[12 12  3  3  3]
lr,11,11,0.22041431286940485,0.4903460423257929,0.2892396447850498,False,some / some / wrong,[12 12  3  0  0]
lr,11,12,0.03141372090901369,0.22932922510045742,0.7392570539741395,False,some / some / wrong,[3 3 0 0 0]
lr,11,13,0.39205032726314704,0.3631613248313342,0.2447883478903957,False,some / some / wrong,[9 9 9 3 3]
lr,11,14,0.052515478499507856,0.3301770567677683,0.6173074647141594,False,some / some / wrong,[9 9 0 0 0]
lr,11,15,0.0022374132869364526,0.10629672215837212,0.8914658645371114,False,some / some / wrong,[0 0 0 0 0]
lr,11,16,0.7423614182357618,0.22698959878902567,0.03064898295898789,False,some / some / wrong,[12 12 12  9  9]
lr,11,17,0.15978891760625996,0.37372090675081004,0.46649017562762163,False,some / some / wrong,[9 9 3 0 0]
lr,11,18,0.4262043825637085,0.49573231104017373,0.07806330636857746,False,some / some / wrong,[12 12 12  0  0]
lr,11,19,0.061269060322519234,0.28823614927464025,0.6504947903866349,False,some / some / wrong,[3 3 3 0 0]
lr,12,0,0.06433386715365527,0.2513998619855678,0.6842662708521308,False,some / most / right,[9 9 3 3 3]
lr,12,1,0.7514823204830051,0.2360594074257867,0.012458272058928284,False,some / most / right,[12 12 12 12 12]
lr,12,2,0.06729674703433024,0.32283939268110273,0.6098638602736453,False,some / most / right,[9 9 9 0 0]
lr,12,3,0.29844662561448776,0.4321860002579801,0.2693673741072204,False,some / most / right,[9 9 9 9 9]
lr,12,4,0.018547557921235833,0.3098434472710656,0.6716089947934825,False,some / most / right,[12 12  0  0  0]
lr,12,5,0.09496998143488983,0.424270480341208,0.4807595382097888,False,some / most / right,[12 12  9  0  0]
lr,12,6,0.3578814981537073,0.4183855807274374,0.22373292109942772,False,some / most / right,[12 12  9  9  9]
lr,12,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / most / right,[3 3 3 3 3]
lr,12,8,0.33606117925872936,0.47424538090907237,0.18969343981017292,False,some / most / right,[12 12 12  3  3]
lr,12,9,0.1855205055588404,0.39206492971922224,0.4224145647086736,False,some / most / right,[12 12  9  3  3]
lr,12,10,0.10435225700615207,0.3725217980681306,0.5231259449131154,False,some / most / right,[12 12  3  3  3]
lr,12,11,0.06282572800939865,0.37355880842134065,0.5636154635568337,False,some / most / right,[12 12  3  0  0]
lr,12,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,some / most / right,[3 3 0 0 0]
