,none|none|right,none|none|wrong,none|some|right,none|some|wrong,none|most|right,none|most|wrong,none|all|right,none|all|wrong,some|none|right,some|none|wrong,some|some|right,some|some|wrong,some|most|right,some|most|wrong,some|all|right,some|all|wrong,most|none|right,most|none|wrong,most|some|right,most|some|wrong,most|most|right,most|most|wrong,most|all|right,most|all|wrong,all|none|right,all|none|wrong,all|some|right,all|some|wrong,all|most|right,all|most|wrong,all|all|right,all|all|wrong
13,0.0045,0.0485,0.0,0.0,0.0,0.0,0.0515,0.003,0.0,0.0,0.04575,0.07175,0.032,0.1435,0.0,0.0,0.0,0.0,0.03675,0.1145,0.0275,0.0,0.0,0.0,0.0,0.0,0.027,0.39375,0.0,0.0,0.0,0.0
14,0.0,0.012,0.0,0.0,0.0,0.0,0.01225,0.0,0.0125,0.0,0.00925,0.0135,0.0085,0.02975,0.0,0.07475,0.068,0.0,0.0,0.0255,0.0,0.09775,0.0,0.5615,0.0,0.0,0.0,0.07475,0.0,0.0,0.0,0.0
15,0.0,0.01275,0.0115,0.0,0.005,0.0,0.01275,0.0,0.01175,0.0,0.0,0.1735,0.0,0.1205,0.0,0.09625,0.00875,0.0,0.0,0.13975,0.0,0.0745,0.0,0.08375,0.0085,0.0,0.0,0.09725,0.0,0.05125,0.0,0.09225
16,0.004,0.0,0.0,0.0,0.0,0.066,0.0,0.0075,0.0,0.00675,0.0055,0.0055,0.01475,0.0,0.0385,0.0,0.0,0.03025,0.013,0.0,0.046,0.0,0.24825,0.0,0.0,0.0,0.0385,0.0,0.4755,0.0,0.0,0.0
17,0.0,0.032,0.0,0.0,0.0,0.0,0.03075,0.0,0.02525,0.0,0.0215,0.038,0.0165,0.077,0.0,0.20075,0.0,0.0,0.01525,0.0595,0.0,0.2775,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01175,0.01175,0.01025,0.02875,0.00875,0.08125,0.00925,0.0,0.082,0.028,0.0,0.11125,0.0,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.00625,0.0,0.0,0.08925,0.0,0.00525,0.0,0.009,0.0,0.00775,0.00975,0.0,0.01975,0.0,0.05725,0.0,0.0,0.007,0.017,0.0,0.06775,0.0,0.0,0.0,0.0,0.0,0.04425,0.0,0.65975,0.0,0.0
20,0.0,0.0055,0.0,0.0,0.0,0.0,0.0055,0.0,0.00525,0.0,0.00175,0.0045,0.00075,0.00875,0.0,0.0395,0.09475,0.0,0.0,0.0085,0.0,0.06675,0.0,0.723,0.0,0.0,0.0,0.0355,0.0,0.0,0.0,0.0
21,0.0,0.01175,0.0005,0.0,0.00225,0.0,0.00925,0.0,0.0115,0.0,0.0,0.4195,0.0,0.13725,0.0,0.06575,0.004,0.0,0.0,0.19075,0.0,0.0425,0.0,0.02125,0.001,0.0,0.0,0.0675,0.0,0.00925,0.0,0.006
22,0.085,0.00025,0.0,0.0,0.0005,0.0,0.00075,0.08625,0.0,0.0,0.0405,0.0195,0.0,0.009,0.0,0.0,0.0,0.0,0.09475,0.01025,0.0,0.00475,0.0,0.0,0.0,0.0,0.64225,0.00475,0.0,0.0015,0.0,0.0
23,0.0,0.0015,0.0,0.0,0.0,0.0,0.002,0.0,0.0025,0.0,0.11725,0.04525,0.42425,0.024,0.0,0.0145,0.0,0.0,0.31725,0.03,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0
24,0.0,0.05075,0.0,0.0,0.0,0.0,0.04375,0.0,0.04575,0.0,0.01375,0.023,0.0065,0.07,0.0,0.338,0.0,0.0,0.00725,0.05575,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.07825,0.0315,0.01825,0.128,0.0085,0.62125,0.0065,0.0,0.0,0.08975,0.01375,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.002,0.0,0.0,0.0,0.0,0.08625,0.0,0.0015,0.0,0.002,0.001,0.00025,0.004,0.0,0.01,0.0,0.0,0.02625,0.00375,0.0,0.01675,0.0,0.183,0.0,0.0,0.0,0.01425,0.0,0.649,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0375,0.01775,0.01025,0.0625,0.00475,0.28275,0.00275,0.0,0.0,0.04525,0.00875,0.52725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.011,0.0,0.0,0.001,0.0,0.003,0.0,0.0085,0.0,0.0105,0.4195,0.0,0.14825,0.0,0.06375,0.0,0.0,0.00375,0.1785,0.0,0.038,0.0,0.028,0.0,0.0,0.0005,0.0665,0.0,0.0085,0.0,0.01075,0.0
29,0.0,0.004,0.0,0.0,0.078,0.0,0.0025,0.0,0.001,0.0,0.00075,0.00125,0.0,0.005,0.0,0.014,0.0225,0.0,0.0,0.00375,0.0,0.01875,0.0,0.19475,0.0,0.0,0.0,0.011,0.0,0.64275,0.0,0.0
30,0.001,0.07175,0.0,0.0,0.0,0.0,0.07,0.00125,0.0,0.0,0.01575,0.03575,0.0085,0.1085,0.0,0.0,0.0,0.0,0.01525,0.0845,0.00375,0.0,0.0,0.0,0.0,0.0,0.0065,0.5775,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0855,0.03675,0.01775,0.1355,0.0125,0.68225,0.008,0.001,0.0,0.0,0.012,0.0,0.003,0.0,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.00025,0.034,0.0,0.0,0.0,0.0,0.03875,0.0005,0.0,0.0,0.01125,0.01775,0.00375,0.06225,0.0,0.0,0.0,0.0,0.007,0.047,0.0,0.50125,0.0,0.0,0.0,0.0,0.001,0.27525,0.0,0.0,0.0,0.0
33,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0015,0.04925,0.11775,0.022,0.4335,0.012,0.0,0.0,0.0,0.0305,0.30525,0.009,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
34,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.001,0.012,0.02575,0.006,0.0955,0.00375,0.0,0.0,0.0,0.008,0.0645,0.0,0.7785,0.0,0.0,0.0,0.0,0.00275,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08125,0.00175,0.02025,0.0445,0.01,0.13625,0.00675,0.67675,0.0,0.00075,0.0145,0.0,0.004,0.0,0.00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0025,0.0,0.0,0.10475,0.0,0.00325,0.0,0.0035,0.0,0.001,0.00275,0.0,0.00425,0.0,0.017,0.0,0.0,0.00025,0.004,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.821,0.0,0.0
37,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.00475,0.0035,0.00225,0.00925,0.00075,0.044,0.0,0.0,0.08875,0.011,0.0,0.061,0.0,0.72375,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0
38,0.0025,0.0,0.0,0.0,0.0,0.11475,0.00025,0.00225,0.0,0.0,0.002,0.001,0.00375,0.0,0.0,0.0,0.0,0.0,0.0025,0.00075,0.02925,0.0,0.0,0.0,0.0,0.0,0.015,0.00025,0.82575,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00675,0.0045,0.0015,0.01175,0.00125,0.0445,0.002,0.0,0.0935,0.0115,0.0,0.0805,0.0,0.74225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0045,0.09725,0.21575,0.04575,0.0,0.0305,0.0,0.0,0.0,0.05925,0.49025,0.015,0.0,0.0,0.0,0.0,0.0,0.02925,0.0,0.005,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.07775,0.0485,0.026,0.15375,0.01125,0.64325,0.01,0.00025,0.0,0.0,0.01625,0.0,0.00525,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.004,0.0,0.0,0.0,0.0,0.001,0.0,0.00575,0.0,0.0085,0.18325,0.42375,0.091,0.0,0.04775,0.0,0.0,0.0015,0.1125,0.0,0.03275,0.0,0.0255,0.0,0.0,0.0,0.054,0.0,0.00875,0.0,0.0,0.0
43,0.0,0.0,0.0,0.08625,0.0,0.00625,0.0,0.00025,0.0,0.00025,0.0,0.0,0.00025,0.0,0.00175,0.0,0.0,0.00225,0.0005,0.0,0.0005,0.0,0.017,0.0,0.0,0.083,0.0015,0.0,0.03975,0.0,0.7605,0.0
44,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.03025,0.0,0.02875,0.01775,0.01,0.05125,0.00675,0.209,0.0,0.0,0.0,0.0385,0.0075,0.35725,0.0,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.0
45,0.0,0.001,0.0,0.0,0.0,0.0,0.00125,0.0,0.001,0.0,0.03225,0.01775,0.1005,0.00925,0.0,0.00575,0.0,0.0,0.08075,0.00775,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.00675,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.04225,0.02225,0.0125,0.06575,0.00725,0.28575,0.0055,0.0,0.0,0.0585,0.00625,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0095,0.0025,0.0,0.00225,0.0,0.011,0.0,0.01,0.0,0.0,0.35125,0.0,0.13375,0.0,0.08175,0.00225,0.0,0.0,0.193,0.0,0.053,0.0,0.03425,0.0015,0.0,0.0,0.086,0.0,0.016,0.0,0.012
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03725,0.0,0.01575,0.02325,0.0055,0.072,0.003,0.29275,0.0,0.0,0.00725,0.0565,0.0,0.48675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0005,0.00125,0.0,0.0,0.0995,0.0,0.00225,0.0,0.0,0.0,0.0015,0.0025,0.0,0.004,0.0,0.0,0.0,0.0,0.001,0.00525,0.0,0.03575,0.0,0.0,0.0,0.0,0.00025,0.02075,0.0,0.8255,0.0,0.0
50,0.0,0.001,0.0,0.0,0.07325,0.0,0.0015,0.0,0.00225,0.0,0.00075,0.0015,0.0,0.0035,0.0,0.0155,0.02625,0.0,0.0,0.00225,0.0,0.0295,0.0,0.21525,0.0,0.0,0.0,0.016,0.0,0.6115,0.0,0.0
51,0.0,0.02975,0.0,0.0,0.0,0.0,0.0285,0.0,0.027,0.0,0.00775,0.01775,0.006,0.048,0.0,0.211,0.0,0.0,0.005,0.0435,0.0,0.35275,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.0
52,0.07075,0.00025,0.0,0.0,0.0,0.0,0.00075,0.07025,0.0,0.0,0.04075,0.0195,0.12525,0.00775,0.0,0.0,0.0,0.0,0.0975,0.014,0.0,0.005,0.0,0.0,0.0,0.0,0.54125,0.007,0.0,0.0,0.0,0.0
53,0.0,0.003,0.0,0.0,0.09675,0.0,0.004,0.0,0.00175,0.0,0.0025,0.0035,0.0,0.00875,0.0,0.0185,0.0,0.0,0.0005,0.00425,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.02075,0.0,0.80775,0.0,0.0
54,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.00025,0.0155,0.03475,0.00775,0.09425,0.0075,0.0,0.0,0.0,0.0105,0.08325,0.0,0.7385,0.0,0.0,0.0,0.0,0.00575,0.0,0.0,0.0,0.0,0.0
55,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.0,0.005,0.083,0.17425,0.03925,0.5585,0.0255,0.0,0.0,0.0005,0.05075,0.0,0.01775,0.0,0.013,0.0,0.0,0.0,0.02775,0.0,0.0,0.0,0.0,0.0
56,0.00125,0.0,0.0,0.0,0.0,0.10875,0.0,0.00225,0.0,0.0,0.00175,0.00075,0.00575,0.0,0.0,0.0,0.0,0.0,0.00625,0.001,0.02475,0.0,0.0,0.0,0.0,0.0,0.01775,0.00025,0.8295,0.0,0.0,0.0
57,0.0,0.004,0.0,0.0,0.0,0.0,0.0025,0.0,0.003,0.0,0.165,0.08675,0.56975,0.03925,0.0,0.02225,0.00225,0.0,0.0,0.04725,0.0,0.01775,0.0,0.013,0.0,0.0,0.0,0.02725,0.0,0.0,0.0,0.0
58,0.00075,0.0675,0.0,0.0,0.0,0.0,0.06625,0.00025,0.0,0.0,0.01775,0.04425,0.012,0.12525,0.0,0.0,0.0,0.0,0.012,0.0985,0.0045,0.0,0.0,0.0,0.0,0.0,0.0085,0.5425,0.0,0.0,0.0,0.0
59,0.037,0.003,0.0,0.0,0.0,0.0,0.00325,0.0335,0.0,0.0,0.049,0.02975,0.09075,0.0265,0.0,0.0,0.0,0.0,0.07725,0.03225,0.32925,0.0,0.0,0.0,0.0,0.0,0.2565,0.032,0.0,0.0,0.0,0.0
60,0.0,0.006,0.0,0.0,0.05575,0.0,0.00575,0.0,0.0055,0.0,0.0045,0.00875,0.0,0.01875,0.0,0.03475,0.0325,0.0,0.0,0.01775,0.0,0.05075,0.0,0.2605,0.0,0.0,0.0,0.042,0.0,0.45675,0.0,0.0
61,0.01025,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.011,0.01475,0.0125,0.03025,0.00725,0.07875,0.0,0.0,0.07,0.029,0.0,0.1,0.0,0.5455,0.0,0.0,0.0,0.08225,0.0,0.0,0.0,0.0,0.0
62,0.0,0.00825,0.0,0.0,0.009,0.0,0.00975,0.0,0.01225,0.0,0.15475,0.107,0.0,0.07375,0.0,0.0805,0.0,0.0,0.2675,0.0825,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.08275,0.0,0.055,0.0,0.0
63,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.00675,0.08275,0.1325,0.06375,0.2615,0.05975,0.0,0.0,0.0,0.06825,0.2025,0.0435,0.0,0.0,0.0,0.0,0.0,0.06425,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0115,0.01325,0.0,0.008,0.0,0.00775,0.0,0.00975,0.0,0.0,0.16775,0.0,0.106,0.0,0.10125,0.00725,0.0,0.0,0.12825,0.0,0.0725,0.0,0.0815,0.0125,0.0,0.0,0.09475,0.0,0.0575,0.0,0.1205
65,0.0055,0.0,0.0,0.0,0.0,0.058,0.0,0.00775,0.0,0.00525,0.0085,0.0055,0.0135,0.0,0.0395,0.0,0.0,0.033,0.01425,0.0,0.0605,0.0,0.263,0.0,0.0,0.0,0.03975,0.0,0.446,0.0,0.0,0.0
66,0.0,0.00925,0.0,0.0,0.0,0.0,0.0085,0.0,0.0085,0.0,0.1325,0.08875,0.243,0.05825,0.0,0.06,0.0,0.0,0.21325,0.0675,0.0,0.0485,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.00425,0.055,0.07425,0.04,0.14275,0.03525,0.3885,0.0,0.0,0.0475,0.12575,0.03375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.001,0.0,0.0,0.093,0.0,0.00925,0.0,0.002,0.0,0.001,0.001,0.0,0.00375,0.0,0.00625,0.0,0.0,0.00675,0.00275,0.0,0.007,0.0,0.0375,0.0,0.0,0.08275,0.0055,0.0,0.07125,0.0,0.66925,0.0
69,0.001,0.0075,0.0,0.0,0.08625,0.0,0.01,0.00125,0.0,0.0,0.0085,0.0135,0.0,0.0255,0.0,0.0,0.0,0.0,0.00625,0.024,0.0,0.07675,0.0,0.0,0.0,0.0,0.0065,0.06175,0.0,0.67125,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,0.00625,0.0605,0.0805,0.039,0.15475,0.041,0.41475,0.0,0.0045,0.05125,0.0,0.0365,0.0,0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.005,0.04825,0.06775,0.04075,0.1355,0.034,0.0,0.0,0.0,0.04175,0.11475,0.0,0.467,0.0,0.0,0.0,0.0,0.03575,0.0,0.0,0.0,0.0,0.0
72,0.009,0.0,0.0,0.0,0.0,0.0875,0.0,0.01075,0.0,0.0085,0.0125,0.00925,0.0235,0.0,0.0535,0.0,0.0,0.0,0.01925,0.00875,0.0685,0.0,0.0,0.0,0.0,0.0,0.0565,0.0,0.6325,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.00175,0.01275,0.0165,0.01025,0.03225,0.009,0.09525,0.0835,0.0,0.0,0.03375,0.0,0.11625,0.0,0.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03475,0.004,0.037,0.0575,0.03,0.09975,0.02825,0.25275,0.0,0.0,0.027,0.083,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.00475,0.0,0.0,0.0,0.0,0.00475,0.0,0.0055,0.0,0.07175,0.043,0.1255,0.03925,0.0,0.03525,0.0,0.0,0.118,0.0425,0.47225,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
76,0.00825,0.05325,0.0,0.0,0.0,0.0035,0.05275,0.006,0.0,0.0,0.05625,0.0755,0.04525,0.0,0.0,0.0,0.0,0.0,0.046,0.1285,0.0365,0.0,0.0,0.0,0.0,0.0,0.04125,0.41225,0.03475,0.0,0.0,0.0
77,0.00225,0.03725,0.0,0.0,0.0,0.0,0.03025,0.00225,0.0,0.0,0.029,0.05225,0.023,0.0865,0.0,0.0,0.0,0.0,0.0305,0.07725,0.0,0.32925,0.0,0.0,0.0,0.0,0.02975,0.2705,0.0,0.0,0.0,0.0
78,0.0,0.01,0.0,0.0,0.0,0.0,0.00675,0.0,0.008,0.0,0.14925,0.098,0.288,0.072,0.0,0.07075,0.0075,0.0,0.0,0.0785,0.0,0.05975,0.0,0.07875,0.0,0.0,0.0,0.07275,0.0,0.0,0.0,0.0
79,0.0,0.02825,0.0,0.0,0.0,0.0,0.02925,0.0,0.0245,0.0,0.00975,0.01875,0.007,0.05375,0.0,0.2225,0.0,0.0,0.0065,0.039,0.0,0.34525,0.0,0.0,0.0,0.0,0.0,0.2155,0.0,0.0,0.0,0.0
80,0.00175,0.0785,0.0,0.0,0.0,0.00025,0.074,0.00025,0.0,0.0,0.0315,0.052,0.014,0.0,0.0,0.0,0.0,0.0,0.01825,0.1185,0.007,0.0,0.0,0.0,0.0,0.0,0.01175,0.58975,0.0025,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.07275,0.047,0.02575,0.1355,0.01525,0.55725,0.00925,0.0,0.0,0.11475,0.01575,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.025,0.0185,0.01,0.0565,0.006,0.20075,0.0,0.0,0.0,0.043,0.006,0.36175,0.0,0.0,0.0,0.0,0.0,0.2205,0.0,0.0,0.0,0.0,0.0
83,0.0,0.005,0.0,0.0,0.0,0.0,0.00375,0.0,0.003,0.0,0.18625,0.09375,0.51075,0.04275,0.0,0.02625,0.00125,0.0,0.0,0.05875,0.0,0.02075,0.0,0.01375,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0
84,0.0,0.00525,0.0,0.0,0.001,0.0,0.0025,0.0,0.005,0.0,0.2,0.10125,0.0,0.05575,0.0,0.0325,0.0,0.0,0.47775,0.0565,0.0,0.02275,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.00975,0.0,0.0
85,0.03225,0.00025,0.0,0.0,0.0,0.0,0.00025,0.038,0.0,0.0,0.028,0.01225,0.071,0.00925,0.0,0.0,0.0,0.0,0.05775,0.0115,0.44975,0.0,0.0,0.0,0.0,0.0,0.28425,0.0055,0.0,0.0,0.0,0.0
86,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.00125,0.02425,0.036,0.0115,0.113,0.00575,0.0,0.0,0.0,0.0175,0.09025,0.0,0.69275,0.0,0.0,0.0,0.0,0.00525,0.0,0.0,0.0,0.0,0.0
87,0.0,0.00275,0.0,0.0,0.07025,0.0,0.0015,0.0,0.0025,0.0,0.0005,0.00125,0.0,0.00575,0.0,0.01475,0.02325,0.0,0.0,0.00425,0.0,0.025,0.0,0.22875,0.0,0.0,0.0,0.01625,0.0,0.60325,0.0,0.0
88,0.06025,0.00175,0.0,0.0,0.0,0.0,0.0015,0.06625,0.0,0.0,0.0485,0.021,0.1315,0.013,0.0,0.0,0.0,0.0,0.106,0.014,0.0,0.00675,0.0,0.0,0.0,0.0,0.5225,0.007,0.0,0.0,0.0,0.0
89,0.00775,0.0,0.0,0.0015,0.0,0.00175,0.0,0.01025,0.0,0.0115,0.308,0.0,0.1505,0.0,0.089,0.0,0.0,0.00425,0.184,0.0,0.0595,0.0,0.04725,0.0,0.0,0.0025,0.088,0.0,0.01625,0.0,0.018,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.00075,0.02475,0.05325,0.01425,0.13025,0.00975,0.559,0.0,0.0,0.0165,0.115,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0835,0.0,0.00525,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.001,0.002,0.0,0.0,0.0005,0.0,0.00175,0.0,0.021,0.09375,0.0,0.0,0.00075,0.0,0.04025,0.0,0.74975
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.00425,0.0025,0.0155,0.00375,0.057,0.002,0.0,0.08075,0.01175,0.0,0.08525,0.0,0.72925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.07025,0.00075,0.0,0.0,0.0,0.0,0.0015,0.06925,0.0,0.0,0.05125,0.02975,0.0,0.0155,0.0,0.0,0.0,0.0,0.1145,0.01425,0.0,0.00475,0.0,0.0,0.0,0.0,0.6165,0.00825,0.0,0.0035,0.0,0.0
94,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.00725,0.0,0.0085,0.0055,0.004,0.01575,0.002,0.0535,0.0,0.0,0.078,0.0115,0.0,0.076,0.0,0.6825,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0
95,0.00175,0.0,0.0,0.0,0.0,0.09475,0.0,0.0035,0.0,0.003,0.00275,0.0015,0.006,0.0,0.0225,0.0,0.0,0.0,0.005,0.00075,0.034,0.0,0.0,0.0,0.0,0.0,0.0255,0.0,0.799,0.0,0.0,0.0
96,0.0,0.035,0.0,0.0,0.0,0.0,0.0385,0.0,0.0425,0.0,0.0135,0.02275,0.0095,0.084,0.0,0.32975,0.0,0.0,0.01375,0.0715,0.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.3345,0.0,0.0,0.0,0.0
