,none|none|right,none|none|wrong,none|some|right,none|some|wrong,none|most|right,none|most|wrong,none|all|right,none|all|wrong,some|none|right,some|none|wrong,some|some|right,some|some|wrong,some|most|right,some|most|wrong,some|all|right,some|all|wrong,most|none|right,most|none|wrong,most|some|right,most|some|wrong,most|most|right,most|most|wrong,most|all|right,most|all|wrong,all|none|right,all|none|wrong,all|some|right,all|some|wrong,all|most|right,all|most|wrong,all|all|right,all|all|wrong
10,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.01625,0.0,0.00375,0.069,0.05975,0.03475,0.1435,0.0335,0.0,0.0,0.0,0.07775,0.08125,0.0,0.3505,0.0,0.0,0.0,0.0,0.1155,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.05175,0.06475,0.06075,0.1365,0.0345,0.4255,0.03375,0.0,0.0,0.06625,0.0755,0.0,0.04725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.00275,0.0,0.0,0.04025,0.0,0.00425,0.0,0.0115,0.0,0.01325,0.01,0.0,0.02925,0.0,0.08275,0.046,0.0,0.0,0.0155,0.0,0.058,0.0,0.37225,0.0,0.0,0.0,0.02775,0.0,0.2865,0.0,0.0
13,0.01675,0.018,0.0,0.0,0.0,0.0,0.0185,0.01825,0.0,0.0,0.075,0.08225,0.0435,0.17975,0.0,0.0,0.0,0.0,0.0945,0.10075,0.05525,0.0,0.0,0.0,0.0,0.0,0.14525,0.15225,0.0,0.0,0.0,0.0
14,0.0,0.00475,0.0,0.0,0.0,0.0,0.00475,0.0,0.01625,0.0,0.01825,0.01675,0.01175,0.03075,0.0,0.1185,0.06625,0.0,0.0,0.019,0.0,0.0935,0.0,0.5615,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0
15,0.0,0.02475,0.00875,0.0,0.01375,0.0,0.02275,0.0,0.00625,0.0,0.0,0.1135,0.0,0.06825,0.0,0.04975,0.0075,0.0,0.0,0.1325,0.0,0.076,0.0,0.0685,0.00775,0.0,0.0,0.20975,0.0,0.08875,0.0,0.1015
16,0.0025,0.0,0.0,0.0,0.0,0.036,0.0,0.003,0.0,0.01275,0.01175,0.01325,0.02825,0.0,0.07375,0.0,0.0,0.045,0.0165,0.0,0.06125,0.0,0.38425,0.0,0.0,0.0,0.0245,0.0,0.28725,0.0,0.0,0.0
17,0.0,0.00925,0.0,0.0,0.0,0.0,0.00925,0.0,0.0355,0.0,0.04175,0.0435,0.03025,0.09825,0.0,0.31825,0.0,0.0,0.0505,0.05475,0.0,0.2245,0.0,0.0,0.0,0.0,0.0,0.08425,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.01575,0.01525,0.02075,0.0405,0.013,0.11425,0.01025,0.0,0.06375,0.018,0.0,0.09225,0.0,0.5935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.005,0.0,0.0,0.05375,0.0,0.006,0.0,0.016,0.0,0.02125,0.021,0.0,0.05075,0.0,0.136,0.0,0.0,0.0205,0.02375,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03725,0.0,0.50875,0.0,0.0
20,0.0,0.00425,0.0,0.0,0.0,0.0,0.00475,0.0,0.01475,0.0,0.015,0.012,0.008,0.0225,0.0,0.102,0.082,0.0,0.0,0.01325,0.0,0.0655,0.0,0.63275,0.0,0.0,0.0,0.02325,0.0,0.0,0.0,0.0
21,0.0,0.03175,0.00575,0.0,0.0085,0.0,0.0275,0.0,0.003,0.0,0.0,0.14875,0.0,0.06125,0.0,0.042,0.006,0.0,0.0,0.16175,0.0,0.05975,0.0,0.0485,0.0075,0.0,0.0,0.27225,0.0,0.0655,0.0,0.05025
22,0.017,0.0215,0.0,0.0,0.00675,0.0,0.022,0.01975,0.0,0.0,0.098,0.0955,0.0,0.03875,0.0,0.0,0.0,0.0,0.1165,0.1085,0.0,0.0385,0.0,0.0,0.0,0.0,0.18625,0.17375,0.0,0.05725,0.0,0.0
23,0.0,0.01775,0.0,0.0,0.0,0.0,0.017,0.0,0.00375,0.0,0.08575,0.0925,0.27625,0.0425,0.0,0.02975,0.0,0.0,0.11625,0.097,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.1725,0.0,0.0,0.0,0.0
24,0.0,0.00875,0.0,0.0,0.0,0.0,0.01075,0.0,0.05325,0.0,0.04125,0.03825,0.025,0.107,0.0,0.51275,0.0,0.0,0.0475,0.047,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.05575,0.04425,0.04375,0.13025,0.02625,0.5435,0.022,0.0,0.0,0.049,0.05425,0.0,0.02825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.00175,0.0,0.0,0.0,0.0,0.0325,0.0,0.0025,0.0,0.0075,0.008,0.0075,0.02125,0.0,0.07,0.0,0.0,0.04625,0.007,0.0,0.0435,0.0,0.45125,0.0,0.0,0.0,0.015,0.0,0.286,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.04625,0.041,0.03175,0.09775,0.02275,0.4155,0.0145,0.0,0.0,0.04125,0.03725,0.25075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.03175,0.0,0.0,0.0065,0.0,0.00575,0.0,0.0315,0.0,0.005,0.1365,0.0,0.06225,0.0,0.0415,0.0,0.0,0.00525,0.1705,0.0,0.0615,0.0,0.05175,0.0,0.0,0.00525,0.261,0.0,0.07,0.0,0.054,0.0
29,0.0,0.00375,0.0,0.0,0.02775,0.0,0.00275,0.0,0.0075,0.0,0.006,0.0075,0.0,0.01675,0.0,0.074,0.05025,0.0,0.0,0.0085,0.0,0.049,0.0,0.4425,0.0,0.0,0.0,0.0135,0.0,0.29025,0.0,0.0
30,0.01675,0.017,0.0,0.0,0.0,0.0,0.02125,0.0135,0.0,0.0,0.0765,0.07025,0.03825,0.2465,0.0,0.0,0.0,0.0,0.089,0.0975,0.03575,0.0,0.0,0.0,0.0,0.0,0.134,0.14375,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.05725,0.047,0.049,0.13,0.0255,0.57075,0.0185,0.00225,0.0,0.0,0.0455,0.0,0.02625,0.0,0.02475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.01225,0.00975,0.0,0.0,0.0,0.0,0.014,0.0115,0.0,0.0,0.04625,0.0495,0.0195,0.1455,0.0,0.0,0.0,0.0,0.06,0.05525,0.0,0.39825,0.0,0.0,0.0,0.0,0.08025,0.098,0.0,0.0,0.0,0.0
33,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.01725,0.0,0.0045,0.07975,0.0905,0.043,0.29625,0.03225,0.0,0.0,0.0,0.09575,0.1125,0.04375,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0
34,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.004,0.053,0.053,0.02975,0.151,0.021,0.0,0.0,0.0,0.0595,0.06875,0.0,0.449,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655,0.003,0.04625,0.04275,0.026,0.13325,0.0195,0.56325,0.0,0.00325,0.04825,0.0,0.027,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.00475,0.0,0.0,0.05825,0.0,0.00325,0.0,0.0115,0.0,0.01425,0.01375,0.0,0.03475,0.0,0.141,0.0,0.0,0.01375,0.01425,0.0,0.0835,0.0,0.0,0.0,0.0,0.0,0.02375,0.0,0.58325,0.0,0.0
37,0.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.015,0.013,0.01475,0.02975,0.0095,0.098,0.0,0.0,0.0755,0.01475,0.0,0.06325,0.0,0.64025,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0
38,0.004,0.0055,0.0,0.0,0.0,0.07975,0.00375,0.003,0.0,0.0,0.016,0.01525,0.04275,0.0,0.0,0.0,0.0,0.0,0.01725,0.021,0.08875,0.0,0.0,0.0,0.0,0.0,0.03125,0.02825,0.6435,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00825,0.0015,0.00325,0.00875,0.00175,0.07425,0.00125,0.0,0.08725,0.00375,0.0,0.03825,0.0,0.77175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.02675,0.0,0.0,0.0,0.0,0.00225,0.0,0.026,0.0,0.00225,0.1305,0.14125,0.0415,0.0,0.01675,0.0,0.0,0.0,0.1555,0.1665,0.02525,0.0,0.0,0.0,0.0,0.0,0.24575,0.0,0.01975,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.08425,0.02075,0.0255,0.10475,0.00875,0.71225,0.00675,0.0005,0.0,0.0,0.02425,0.0,0.0075,0.0,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.028,0.0,0.0,0.0,0.0,0.00425,0.0,0.029,0.0,0.001,0.16325,0.15725,0.046,0.0,0.018,0.0,0.0,0.0015,0.19975,0.0,0.0345,0.0,0.013,0.0,0.0,0.0,0.28325,0.0,0.02125,0.0,0.0,0.0
43,0.0,0.0,0.0,0.09275,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.00275,0.0,0.0,0.002,0.0005,0.0,0.001,0.0,0.0125,0.0,0.0,0.09125,0.0,0.0,0.00675,0.0,0.78925,0.0
44,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.00475,0.0,0.06025,0.01475,0.0175,0.07025,0.00425,0.511,0.0,0.0,0.0,0.01975,0.02125,0.24225,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,0.0,0.0,0.0,0.0
45,0.0,0.00675,0.0,0.0,0.0,0.0,0.00425,0.0,0.00075,0.0,0.031,0.032,0.16525,0.0105,0.0,0.00525,0.0,0.0,0.04375,0.04275,0.60025,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585,0.01625,0.0215,0.0815,0.00525,0.517,0.00275,0.0,0.0,0.0195,0.02175,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0405,0.001,0.0,0.00325,0.0,0.03825,0.0,0.0025,0.0,0.0,0.183,0.0,0.05175,0.0,0.021,0.002,0.0,0.0,0.2195,0.0,0.0415,0.0,0.01675,0.0005,0.0,0.0,0.33675,0.0,0.031,0.0,0.01075
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05975,0.00025,0.01725,0.0165,0.00575,0.0745,0.0035,0.52025,0.0,0.0,0.01875,0.0225,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0025,0.0005,0.0,0.0,0.09225,0.0,0.00125,0.001,0.0,0.0,0.0055,0.007,0.0,0.0185,0.0,0.0,0.0,0.0,0.01075,0.0055,0.0,0.07125,0.0,0.0,0.0,0.0,0.011,0.0115,0.0,0.7615,0.0,0.0
50,0.0,0.001,0.0,0.0,0.0335,0.0,0.00025,0.0,0.00475,0.0,0.00175,0.00175,0.0,0.00975,0.0,0.0575,0.065,0.0,0.0,0.00275,0.0,0.02775,0.0,0.528,0.0,0.0,0.0,0.00275,0.0,0.2635,0.0,0.0
51,0.0,0.004,0.0,0.0,0.0,0.0,0.006,0.0,0.05875,0.0,0.0135,0.019,0.00375,0.0725,0.0,0.51225,0.0,0.0,0.01625,0.018,0.0,0.2435,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0,0.0
52,0.0145,0.01375,0.0,0.0,0.0,0.0,0.01375,0.01275,0.0,0.0,0.0675,0.06275,0.36475,0.0145,0.0,0.0,0.0,0.0,0.08525,0.0725,0.0,0.019,0.0,0.0,0.0,0.0,0.138,0.121,0.0,0.0,0.0,0.0
53,0.0,0.00125,0.0,0.0,0.083,0.0,0.00075,0.0,0.0175,0.0,0.00575,0.00525,0.0,0.01825,0.0,0.1265,0.0,0.0,0.006,0.00425,0.0,0.05975,0.0,0.0,0.0,0.0,0.0,0.00875,0.0,0.663,0.0,0.0
54,0.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.001,0.03175,0.03,0.012,0.1645,0.004,0.0,0.0,0.0,0.04075,0.04375,0.0,0.597,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
55,0.01975,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.00125,0.08625,0.0845,0.027,0.46775,0.01225,0.0,0.0,0.00075,0.101,0.0,0.01975,0.0,0.01225,0.0,0.0,0.0,0.1495,0.0,0.0,0.0,0.0,0.0
56,0.00125,0.00125,0.0,0.0,0.0,0.09525,0.00125,0.00125,0.0,0.0,0.00475,0.0065,0.02625,0.0,0.0,0.0,0.0,0.0,0.0085,0.00375,0.07,0.0,0.0,0.0,0.0,0.0,0.0075,0.011,0.7615,0.0,0.0,0.0
57,0.0,0.021,0.0,0.0,0.0,0.0,0.01725,0.0,0.002,0.0,0.0875,0.0895,0.4715,0.029,0.0,0.01,0.00175,0.0,0.0,0.09625,0.0,0.01925,0.0,0.01,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0
58,0.01475,0.0135,0.0,0.0,0.0,0.0,0.0145,0.01075,0.0,0.0,0.06875,0.07275,0.01975,0.35925,0.0,0.0,0.0,0.0,0.07625,0.08975,0.0155,0.0,0.0,0.0,0.0,0.0,0.114,0.1305,0.0,0.0,0.0,0.0
59,0.01225,0.01225,0.0,0.0,0.0,0.0,0.0115,0.011,0.0,0.0,0.0515,0.054,0.15225,0.028,0.0,0.0,0.0,0.0,0.064,0.057,0.3505,0.0,0.0,0.0,0.0,0.0,0.09775,0.098,0.0,0.0,0.0,0.0
60,0.0,0.00175,0.0,0.0,0.0315,0.0,0.0015,0.0,0.01075,0.0,0.00975,0.00875,0.0,0.02525,0.0,0.0675,0.0545,0.0,0.0,0.00775,0.0,0.0515,0.0,0.43025,0.0,0.0,0.0,0.01525,0.0,0.284,0.0,0.0
61,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.0,0.01325,0.013,0.01375,0.02675,0.00725,0.11175,0.0,0.0,0.07625,0.01475,0.0,0.07125,0.0,0.62,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0
62,0.0,0.024,0.0,0.0,0.0055,0.0,0.023,0.0,0.00475,0.0,0.122,0.1125,0.0,0.055,0.0,0.04375,0.0,0.0,0.132,0.13875,0.0,0.06325,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0795,0.0,0.0
63,0.02075,0.0,0.0,0.0,0.0,0.0,0.0,0.02025,0.0,0.003,0.0935,0.09225,0.04625,0.25525,0.034,0.0,0.0,0.0,0.10225,0.109,0.0535,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
64,0.0,0.027,0.0055,0.0,0.0095,0.0,0.02875,0.0,0.00425,0.0,0.0,0.12225,0.0,0.069,0.0,0.0485,0.00525,0.0,0.0,0.16125,0.0,0.07725,0.0,0.0545,0.006,0.0,0.0,0.2355,0.0,0.08425,0.0,0.06125
65,0.00125,0.0,0.0,0.0,0.0,0.033,0.0,0.00175,0.0,0.01075,0.006,0.0065,0.0195,0.0,0.07225,0.0,0.0,0.0505,0.01075,0.0,0.054,0.0,0.428,0.0,0.0,0.0,0.015,0.0,0.29075,0.0,0.0,0.0
66,0.0,0.01875,0.0,0.0,0.0,0.0,0.02025,0.0,0.006,0.0,0.08925,0.08775,0.2615,0.04425,0.0,0.03675,0.0,0.0,0.11025,0.111,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.16325,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06075,0.00325,0.049,0.057,0.02825,0.1365,0.0195,0.50025,0.0,0.0,0.06175,0.05925,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.00025,0.0,0.0,0.08125,0.0,0.004,0.0,0.0,0.0,0.001,0.00025,0.0,0.00175,0.0,0.0075,0.0,0.0,0.0055,0.00125,0.0,0.00375,0.0,0.044,0.0,0.0,0.087,0.00175,0.0,0.0245,0.0,0.73625,0.0
69,0.004,0.003,0.0,0.0,0.0725,0.0,0.00375,0.00325,0.0,0.0,0.0185,0.01925,0.0,0.03875,0.0,0.0,0.0,0.0,0.021,0.025,0.0,0.09375,0.0,0.0,0.0,0.0,0.035,0.03575,0.0,0.6265,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06175,0.0045,0.0505,0.0505,0.02975,0.13225,0.02625,0.516,0.0,0.0025,0.0615,0.0,0.0335,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.01325,0.0,0.0,0.0,0.0,0.0,0.0,0.01225,0.0,0.003,0.056,0.05,0.0325,0.15375,0.025,0.0,0.0,0.0,0.06775,0.0755,0.0,0.3995,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,0.0,0.0,0.0
72,0.005,0.0,0.0,0.0,0.0,0.06075,0.0,0.0035,0.0,0.01325,0.01575,0.01775,0.0395,0.0,0.14775,0.0,0.0,0.0,0.0185,0.01875,0.08775,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.54375,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.00175,0.013,0.01375,0.00675,0.031,0.005,0.12175,0.0765,0.0,0.0,0.014,0.0,0.07175,0.0,0.62925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175,0.00275,0.03625,0.038,0.02025,0.105,0.0155,0.387,0.0,0.0,0.04275,0.05125,0.0,0.2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.016,0.0,0.0,0.0,0.0,0.01425,0.0,0.00275,0.0,0.0475,0.06475,0.16175,0.02825,0.0,0.0255,0.0,0.0,0.06725,0.06775,0.4055,0.0,0.0,0.0,0.0,0.0,0.0,0.09875,0.0,0.0,0.0,0.0
76,0.016,0.02275,0.0,0.0,0.0,0.007,0.0215,0.01975,0.0,0.0,0.09025,0.091,0.052,0.0,0.0,0.0,0.0,0.0,0.10575,0.1125,0.048,0.0,0.0,0.0,0.0,0.0,0.1735,0.18,0.06,0.0,0.0,0.0
77,0.00925,0.0085,0.0,0.0,0.0,0.0,0.01025,0.015,0.0,0.0,0.05175,0.056,0.02425,0.14875,0.0,0.0,0.0,0.0,0.06225,0.06875,0.0,0.3545,0.0,0.0,0.0,0.0,0.09,0.10075,0.0,0.0,0.0,0.0
78,0.0,0.018,0.0,0.0,0.0,0.0,0.0145,0.0,0.00325,0.0,0.1005,0.09875,0.2825,0.0555,0.0,0.038,0.006,0.0,0.0,0.10275,0.0,0.0535,0.0,0.04875,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0
79,0.0,0.0045,0.0,0.0,0.0,0.0,0.007,0.0,0.0475,0.0,0.0275,0.02925,0.0105,0.0875,0.0,0.42975,0.0,0.0,0.03375,0.034,0.0,0.23025,0.0,0.0,0.0,0.0,0.0,0.0585,0.0,0.0,0.0,0.0
80,0.01575,0.019,0.0,0.0,0.0,0.00375,0.0215,0.01925,0.0,0.0,0.08775,0.0955,0.0385,0.0,0.0,0.0,0.0,0.0,0.1155,0.112,0.04525,0.0,0.0,0.0,0.0,0.0,0.1785,0.20425,0.0435,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.063,0.0365,0.03925,0.12625,0.0195,0.5865,0.0115,0.0,0.0,0.048,0.05125,0.0,0.01725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0565,0.02375,0.03025,0.097,0.01375,0.39625,0.0,0.0,0.0,0.03625,0.03075,0.2435,0.0,0.0,0.0,0.0,0.0,0.05925,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0195,0.0,0.0,0.0,0.0,0.02025,0.0,0.00125,0.0,0.0915,0.0925,0.33975,0.0355,0.0,0.02975,0.003,0.0,0.0,0.12375,0.0,0.04025,0.0,0.027,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0
84,0.0,0.02125,0.0,0.0,0.00575,0.0,0.02375,0.0,0.0035,0.0,0.11825,0.1205,0.0,0.04875,0.0,0.0345,0.0,0.0,0.15,0.1365,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.2295,0.0,0.05575,0.0,0.0
85,0.01,0.00825,0.0,0.0,0.0,0.0,0.00725,0.0135,0.0,0.0,0.0445,0.04275,0.157,0.02275,0.0,0.0,0.0,0.0,0.05525,0.05675,0.404,0.0,0.0,0.0,0.0,0.0,0.09225,0.08575,0.0,0.0,0.0,0.0
86,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.001,0.05125,0.04775,0.01975,0.16075,0.019,0.0,0.0,0.0,0.05625,0.0645,0.0,0.4595,0.0,0.0,0.0,0.0,0.10425,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0015,0.0,0.0,0.03225,0.0,0.001,0.0,0.0065,0.0,0.00375,0.006,0.0,0.01575,0.0,0.06875,0.05075,0.0,0.0,0.009,0.0,0.03875,0.0,0.47675,0.0,0.0,0.0,0.0105,0.0,0.27875,0.0,0.0
88,0.0195,0.01375,0.0,0.0,0.0,0.0,0.01475,0.01325,0.0,0.0,0.0755,0.07225,0.25325,0.033,0.0,0.0,0.0,0.0,0.09125,0.08525,0.0,0.03275,0.0,0.0,0.0,0.0,0.15775,0.13775,0.0,0.0,0.0,0.0
89,0.033,0.0,0.0,0.003,0.0,0.00725,0.0,0.03225,0.0,0.004,0.15,0.0,0.05875,0.0,0.041,0.0,0.0,0.0075,0.1795,0.0,0.06375,0.0,0.04225,0.0,0.0,0.00375,0.281,0.0,0.0645,0.0,0.0285,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06675,0.0005,0.039,0.0355,0.01525,0.1295,0.01675,0.58525,0.0,0.0,0.04825,0.04275,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.085,0.0,0.00275,0.0,0.00025,0.0,0.00125,0.0,0.0,0.0,0.0,0.00125,0.0,0.0055,0.0045,0.0,0.0,0.0005,0.0,0.00125,0.0,0.02775,0.082,0.0,0.0,0.002,0.0,0.01375,0.0,0.77225
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.01375,0.0065,0.008,0.0235,0.00425,0.1045,0.0025,0.0,0.076,0.0115,0.0,0.063,0.0,0.68625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.02425,0.0195,0.0,0.0,0.0055,0.0,0.01975,0.023,0.0,0.0,0.097,0.095,0.0,0.04475,0.0,0.0,0.0,0.0,0.11925,0.11625,0.0,0.0375,0.0,0.0,0.0,0.0,0.187,0.1725,0.0,0.03875,0.0,0.0
94,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0135,0.00625,0.00925,0.021,0.00475,0.09975,0.0,0.0,0.07675,0.0125,0.0,0.061,0.0,0.6785,0.0,0.0,0.0,0.01425,0.0,0.0,0.0,0.0,0.0
95,0.00275,0.0,0.0,0.0,0.0,0.06325,0.0,0.0015,0.0,0.018,0.00775,0.00875,0.0375,0.0,0.13375,0.0,0.0,0.0,0.012,0.0135,0.08675,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.597,0.0,0.0,0.0
