submission_id,A,Q1,Q2,age,comments,completed_text,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,nQuestions,names,options,qud,question,response,responseTime,responses,studentsArray,text
2069,wrong.,None,all,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Julian|Rebecca|Daniel|Tim|Johann,Student|Principal|Teacher,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Principal,392,NA,12|12|12|12|12,NA
2069,right.,Some,some,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Theresa|Jan|Thomas|Pablo|Lesly,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got some of the answers right.,Student,768,NA,12|12|12|12|12,NA
2069,wrong.,Most,all,,,NA,info,,1362625,1764831711629,1764830349004,,,12,John|Theresa|Thomas|Lisa|Julia,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Student,11094,NA,12|12|0|0|0,NA
2069,wrong.,Most,some,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Amy|Marie|Chris|Tina|Lesly,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers wrong.,Principal,717,NA,12|9|9|9|9,NA
2069,wrong.,Some,most,,,NA,high,,1362625,1764831711629,1764830349004,,,12,Tim|Lisa|Tina|Theresa|Lisanne,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Teacher,60769,NA,0|0|0|0|0,NA
2069,wrong.,Most,some,,,NA,high,,1362625,1764831711629,1764830349004,,,12,Lisanne|Jan|Pablo|Johann|Marie,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers wrong.,Teacher,6677,NA,0|0|0|0|0,NA
2069,right.,Most,none,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Daniel|Lisanne|Amy|Thomas|Alex,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got none of the answers right.,Principal,11516,NA,12|12|0|0|0,NA
2069,right.,Most,some,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Rebecca|Thomas|Mia|Susanne|Alex,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers right.,Student,12070,NA,12|12|12|12|12,NA
2069,wrong.,All,all,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Daniel|Nico|Johann|Thomas|Jan,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got all of the answers wrong.,Principal,13993,NA,0|0|0|0|0,NA
2069,right.,All,all,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Tina|Daniel|Thomas|Susanne|Lisanne,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got all of the answers right.,Principal,2200,NA,12|12|12|12|12,NA
2069,wrong.,Some,most,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Lesly|John|Thomas|Julian|Julia,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,42971,NA,12|12|9|3|3,NA
2069,wrong.,Some,most,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Thomas|Marie|Jan|Julia|Susanne,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Principal,749,NA,12|12|12|3|3,NA
2069,right.,Some,all,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Alex|Susanne|Nico|Lesly|Daniel,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,526,NA,12|12|0|0|0,NA
2069,right.,Some,most,,,NA,high,,1362625,1764831711629,1764830349004,,,12,Jan|Chris|Marie|Susanne|Rebecca,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,3601,NA,9|9|3|0|0,NA
2069,right.,Some,none,,,NA,low,,1362625,1764831711629,1764830349004,,,12,John|Julian|Thomas|Jan|Daniel,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got none of the answers right.,Student,593,NA,12|12|9|0|0,NA
2069,right.,Most,all,,,NA,info,,1362625,1764831711629,1764830349004,,,12,Tina|Thomas|Lisanne|Lisa|Julia,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got all of the answers right.,Principal,503,NA,12|12|12|0|0,NA
2069,right.,All,some,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Alex|Jan|Lisa|Marie|Lesly,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got some of the answers right.,Principal,4526,NA,12|12|12|12|12,NA
2069,wrong.,Some,all,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Tina|Daniel|Theresa|Johann|Pablo,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Teacher,1631,NA,12|12|12|0|0,NA
2069,right.,Some,most,,,NA,low,,1362625,1764831711629,1764830349004,,,12,Mia|Pablo|Tina|Jan|Thomas,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,2966,NA,12|12|12|12|12,NA
2070,NA,NA,NA,30,,Some of the students got some of the answers wrong,sample.high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Marie|Nico|Mia|John|Alex,"Some,Most,None,All|none,all,most,some|wrong,right",NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,122092,Some|some|wrong,12|3|0|0|0,%s of the students got %s of the answers %s
2070,NA,NA,NA,30,,All of the students got most of the answers right,sample.info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Julian|Chris|Marie|Lisanne|John,"Some,Most,None,All|none,all,most,some|wrong,right",NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,22495,All|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
2070,NA,NA,NA,30,,Some of the students got some of the answers right,sample.low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Marie|Nico|Mia|John|Alex,"Some,Most,None,All|none,all,most,some|wrong,right",NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,52463,Some|some|right,12|12|9|9|9,%s of the students got %s of the answers %s
2070,wrong.,Some,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Marie|Theresa|Lisanne|Chris|Mia,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Student,14634,NA,12|12|12|0|0,NA
2070,wrong.,All,some,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Marie|Amy|Thomas|Alex|Jan,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got some of the answers wrong.,Teacher,6552,NA,0|0|0|0|0,NA
2070,right.,Most,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Daniel|Julian|Susanne|Tina|Theresa,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got all of the answers right.,Principal,12543,NA,12|12|12|0|0,NA
2070,right.,Some,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Chris|Tina|Rebecca|Julia|Tim,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,5336,NA,12|12|0|0|0,NA
2070,wrong.,All,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Pablo|Nico|Alex|Theresa|Johann,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got all of the answers wrong.,Principal,8424,NA,0|0|0|0|0,NA
2070,right.,Some,most,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Johann|Amy|Theresa|Pablo|Chris,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,11204,NA,9|9|3|0|0,NA
2070,wrong.,Some,all,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Lesly|Lisanne|Mia|Nico|Susanne,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Principal,17685,NA,12|12|12|0|0,NA
2070,right.,Most,some,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Chris|Amy|Daniel|Lisanne|Johann,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers right.,Student,6290,NA,3|3|3|3|0,NA
2070,right.,Some,none,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Mia|Amy|Julia|Susanne|Marie,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got none of the answers right.,Principal,13606,NA,12|12|12|0|0,NA
2070,wrong.,Some,some,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Mia|Daniel|Marie|Amy|Thomas,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got some of the answers wrong.,Student,3971,NA,0|0|0|0|0,NA
2070,right.,Some,some,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Lisanne|Tim|Amy|Tina|John,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got some of the answers right.,Student,12656,NA,12|12|12|12|12,NA
2070,right.,Some,most,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Daniel|Nico|Alex|Chris|Theresa,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,19103,NA,9|9|0|0|0,NA
2070,wrong.,Most,some,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Lesly|Daniel|Johann|Tim|Tina,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers wrong.,Teacher,14865,NA,0|0|0|0|0,NA
2070,right.,Most,none,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Jan|Marie|Julian|John|Alex,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got none of the answers right.,Principal,7709,NA,12|12|0|0|0,NA
2070,wrong.,None,all,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Alex|Tim|Lesly|Amy|Pablo,Student|Principal|Teacher,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Student,18037,NA,12|12|12|12|12,NA
2070,right.,None,all,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Amy|Susanne|Julia|Pablo|Johann,Student|Principal|Teacher,Who is most likely to have said this report?,None of the students got all of the answers right.,Teacher,6585,NA,0|0|0|0|0,NA
2070,right.,Some,most,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Tina|Julian|Jan|Julia|Lesly,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers right.,Student,6579,NA,12|12|12|12|12,NA
2070,wrong.,Some,most,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Johann|Lisa|Julia|John|Amy,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Teacher,9706,NA,0|0|0|0|0,NA
2070,wrong.,Most,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Theresa|Mia|Daniel|Nico|Lesly,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Principal,7799,NA,12|12|0|0|0,NA
2070,right.,Most,some,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Rebecca|Theresa|Mia|Tim|Lisanne,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers right.,Student,3909,NA,12|12|12|12|12,NA
2070,right.,Some,all,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Pablo|Tina|Thomas|Jan|Amy,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,18497,NA,12|12|0|0|0,NA
2070,right.,All,some,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Julian|Marie|Pablo|Lesly|Theresa,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got some of the answers right.,Student,6013,NA,12|12|12|12|12,NA
2070,wrong.,Most,some,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Pablo|Mia|Chris|Lesly|Marie,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got some of the answers wrong.,Principal,6991,NA,12|9|9|9|9,NA
2070,wrong.,Some,most,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Tim|Pablo|Tina|Thomas|Jan,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,11793,NA,12|12|9|3|3,NA
2070,right.,All,all,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Lisanne|Amy|Theresa|Thomas|Daniel,Student|Principal|Teacher,Who is most likely to have said this report?,All of the students got all of the answers right.,Principal,2906,NA,12|12|12|12|12,NA
2070,wrong.,Some,none,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Mia|Pablo|Nico|Alex|Theresa,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Principal,14528,NA,12|12|3|0|0,NA
2070,wrong.,Some,none,30,,NA,high,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Marie|Pablo|Amy|Chris|Thomas,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Principal,10333,NA,12|12|0|0|0,NA
2070,wrong.,Some,most,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Lisanne|Thomas|John|Lesly|Daniel,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,10205,NA,12|12|12|3|3,NA
2070,wrong.,Most,none,30,,NA,info,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Jan|Rebecca|Nico|Lisanne|Julia,Student|Principal|Teacher,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Principal,9609,NA,12|12|12|0|0,NA
2070,right.,Some,none,30,,NA,low,Higher degree,705673,1764878483190,1764877777517,male,"Chinese, English",12,Theresa|Lisanne|Daniel|Julia|Lisa,Student|Principal|Teacher,Who is most likely to have said this report?,Some of the students got none of the answers right.,Principal,7692,NA,12|12|9|0|0,NA
