submission_id,A,Q1,Q2,age,comments,completed_text,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,nQuestions,names,options,prolific_pid,prolific_session_id,prolific_study_id,qud,question,response,responseTime,responses,studentsArray,text
2102,right.,Some,some,1835,,NA,low,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Julia|Pablo|Julian|Theresa|Nico,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got some of the answers right.,Student,4414,NA,12|12|12|12|12,NA
2102,right.,Some,most,1835,,NA,high,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Tim|Nico|John|Lisa|Rebecca,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,8045,NA,9|9|0|0|0,NA
2102,wrong.,Some,none,1835,,NA,high,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Thomas|Susanne|Marie|Chris|Julian,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Teacher,7277,NA,12|12|3|0|0,NA
2102,right.,Some,most,1835,,NA,low,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Marie|Lisa|Johann|Tina|Susanne,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Student,4926,NA,12|12|12|12|12,NA
2102,wrong.,Most,all,1835,,NA,info,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Lesly|Julian|Tina|Lisa|Lisanne,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Principal,6926,NA,12|12|0|0|0,NA
2102,right.,Some,all,1835,,NA,high,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Lisa|John|Jan|Nico|Alex,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Principal,6494,NA,12|12|0|0|0,NA
2102,right.,Some,most,1835,,NA,high,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Susanne|Marie|Lisanne|John|Mia,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,8902,NA,9|9|3|0|0,NA
2102,wrong.,Most,none,1835,,NA,info,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Lesly|Jan|Johann|Julian|Alex,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Principal,9934,NA,12|12|12|0|0,NA
2102,wrong.,Some,all,1835,,NA,low,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Daniel|Thomas|Susanne|Tim|Mia,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Student,4430,NA,12|12|12|0|0,NA
2102,right.,All,all,1835,,NA,info,Graduated High-school,287292,1765534870232,1765534582940,male,English,12,Johann|Chris|Tim|Marie|Daniel,Student|Principal|Teacher,66cc7271fc697fe40b2ff3ad,693beb7088cbdace6ecf85bf,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Principal,3565,NA,12|12|12|12|12,NA
2103,NA,NA,NA,44,,Most of the students got most of the answers wrong,sample.high,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Marie|Nico|Mia|John|Alex,"Most,None,Some,All|all,none,some,most|wrong,right",5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,39296,Most|most|wrong,12|3|0|0|0,%s of the students got %s of the answers %s
2103,NA,NA,NA,44,,Some of the students got most of the answers right,sample.info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Julian|Chris|Marie|Lisanne|John,"Most,None,Some,All|all,none,some,most|wrong,right",5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,9449,Some|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
2103,NA,NA,NA,44,,Most of the students got some of the answers wrong,sample.low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Marie|Nico|Mia|John|Alex,"Most,None,Some,All|all,none,some,most|wrong,right",5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,18718,Most|some|wrong,12|12|9|9|9,%s of the students got %s of the answers %s
2103,right.,Some,some,44,,NA,low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Julia|Chris|Thomas|Julian|Alex,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got some of the answers right.,Teacher,12636,NA,12|12|12|12|12,NA
2103,wrong.,Some,most,44,,NA,low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Lisa|Johann|Rebecca|Chris|Daniel,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Teacher,3194,NA,12|12|12|3|3,NA
2103,wrong.,None,all,44,,NA,low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Julia|Rebecca|Tim|Tina|Chris,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Principal,2923,NA,12|12|12|12|12,NA
2103,right.,Some,most,44,,NA,high,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Alex|Julian|Mia|Julia|Pablo,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Student,2775,NA,9|9|3|0|0,NA
2103,wrong.,Some,all,44,,NA,low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Susanne|Pablo|Julian|Lisanne|Marie,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Principal,1669,NA,12|12|12|0|0,NA
2103,wrong.,Most,none,44,,NA,info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Rebecca|Johann|Julia|Thomas|Jan,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Principal,2027,NA,12|12|12|0|0,NA
2103,wrong.,Most,all,44,,NA,info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Nico|Chris|Alex|Amy|Pablo,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Teacher,1453,NA,12|12|0|0|0,NA
2103,right.,Most,some,44,,NA,info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Jan|Lisa|Alex|Mia|Marie,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got some of the answers right.,Student,2068,NA,3|3|3|3|0,NA
2103,right.,Some,all,44,,NA,high,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Pablo|Tina|Lisanne|Amy|Julia,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,1332,NA,12|12|0|0|0,NA
2103,right.,Some,most,44,,NA,low,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,John|Nico|Tina|Amy|Thomas,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,1574,NA,12|12|12|12|12,NA
2103,right.,Some,most,44,,NA,high,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Johann|Chris|Tim|John|Mia,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Student,1148,NA,9|9|0|0|0,NA
2103,right.,Some,all,44,,NA,info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Theresa|Daniel|Rebecca|Pablo|John,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Principal,1004,NA,12|12|0|0|0,NA
2103,right.,All,all,44,,NA,info,Graduated High-school,264722,1765534967887,1765534703165,male,english,12,Lesly|Tim|Pablo|Julia|Amy,Student|Principal|Teacher,5bb775b0f1f9ba000140e7b3,693bebe80ebc3a482c831d78,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Teacher,1156,NA,12|12|12|12|12,NA
